SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
ASSAM & MEGHALAYA,1983,16.4,37.8,90,165.9,278.2,362,582.9,450.2,449.1,156.7,7,24,2620,54.2,534.1,1844.2,187.6
ASSAM & MEGHALAYA,1984,22.4,7.2,28.6,202.8,416,478.5,995.2,360.7,458,159.6,5.7,22.2,3157,29.7,647.4,2292.5,187.5
ASSAM & MEGHALAYA,1985,8.7,32.3,152.6,268.1,335,496,714.6,349.4,335.1,74.4,15.8,19.7,2801.6,41,755.7,1895.1,109.9
ASSAM & MEGHALAYA,1986,16.4,11.7,28,282.8,159.7,404.2,465,416.4,441.1,300.5,59.5,7.4,2592.8,28.1,470.6,1726.6,367.5
ASSAM & MEGHALAYA,1987,8.8,27.8,110.4,197.6,199,525.8,766.5,433,445.4,157.8,37.6,11.9,2921.4,36.5,506.9,2170.6,207.3
ASSAM & MEGHALAYA,1988,7.3,46.1,82.3,157.9,568.6,403.8,644.2,773.4,329.6,168.3,74.3,5.9,3261.7,53.4,808.9,2151,248.5
ASSAM & MEGHALAYA,1989,10.5,51.6,30.4,183.4,260.1,488.8,747,267.9,425.8,194.1,16.2,6.5,2682.1,62,473.8,1929.5,216.8
ASSAM & MEGHALAYA,1990,19.2,46.9,96.7,333.7,304.1,513.8,446.4,348.8,441.1,208.3,7,5.2,2771.2,66.1,734.4,1750.2,220.5
ASSAM & MEGHALAYA,1991,13.7,30.2,62.1,175.7,495.8,517.8,440.5,388.2,437.3,226.2,9.4,41.1,2838,43.9,733.6,1783.8,276.7
ASSAM & MEGHALAYA,1992,14.7,46.3,62,114.5,292.3,450.9,491.4,339.3,296.9,125,14.3,12.1,2259.8,61.1,468.8,1578.5,151.4
ASSAM & MEGHALAYA,1993,73.3,96.9,86.1,138.5,374,619.5,576.9,477.5,296,130.3,8.2,2,2879.2,170.2,598.6,1969.9,140.5
ASSAM & MEGHALAYA,1994,26.6,42.5,157.2,161.3,282,477.6,308.6,308.7,178.5,147,15.9,15.4,2121.3,69.1,600.5,1273.4,178.3
ASSAM & MEGHALAYA,1995,8.7,39.7,42,145.7,299.1,663.3,558.4,543.3,404,80.7,94,7.1,2886.1,48.5,486.8,2169,181.8
ASSAM & MEGHALAYA,1996,12.8,23.2,101.6,99.2,415.6,397.7,499.6,421.8,224.4,267.2,3.5,0.2,2466.9,36,616.4,1543.5,271
ASSAM & MEGHALAYA,1997,18.2,40.7,91.8,131.9,241.8,569.9,511.2,315.5,366.8,36.4,12.6,35.4,2372.2,58.9,465.6,1763.4,84.3
ASSAM & MEGHALAYA,1998,11.8,31.5,136.8,185.7,250.6,581.2,604.4,549.5,212.3,190,48.9,0.4,2803.1,43.4,573.1,1947.4,239.2
ASSAM & MEGHALAYA,1999,2.4,0.5,38.7,150.6,466.8,429,596.7,487.5,196.9,208.6,14.1,2.3,2594.2,2.9,656.1,1710.2,225
ASSAM & MEGHALAYA,2000,20.5,13.7,65.9,238.5,375.1,540.2,313.3,513.2,299.9,83.9,22.2,0.4,2487,34.2,679.5,1666.6,106.6
ASSAM & MEGHALAYA,2001,5.5,39.7,30.9,198.6,266.4,399.8,451.1,295.6,266.8,201.4,20.5,2.3,2178.4,45.2,495.8,1413.2,224.2
ASSAM & MEGHALAYA,2002,20.2,5.7,83.3,279.9,286.9,502.5,565.1,312.5,209.7,49.5,69.4,7.9,2392.7,25.9,650.2,1589.8,126.8
ASSAM & MEGHALAYA,2003,9.5,41.5,96.9,213.8,235.8,551.4,481.2,290.7,250,231.8,13,18.6,2434.1,51,546.5,1573.3,263.4
ASSAM & MEGHALAYA,2004,15.3,19.5,72.8,340.8,342.2,397.9,848.4,286.2,317.2,340.8,6.5,6.6,2994.3,34.8,755.9,1849.7,353.9
ASSAM & MEGHALAYA,2005,22.8,30.5,172.2,207.5,281.2,373.9,474.5,501.9,174.9,218.6,8.9,1.3,2468.3,53.3,660.9,1525.2,228.9
ASSAM & MEGHALAYA,2006,0.7,40.9,20.8,169,325.7,395.9,350.3,209.7,252.3,97.6,25.1,10.7,1898.6,41.5,515.5,1208.1,133.5
ASSAM & MEGHALAYA,2007,1.5,73.7,23.5,242.7,219.8,489.7,682.7,308,494.7,164.7,47.7,4,2752.8,75.2,486.1,1975.1,216.4
ASSAM & MEGHALAYA,2008,29.7,14.5,107.5,156.2,210.6,414.6,493.2,508.6,267.5,133.4,2.2,1.6,2339.7,44.2,474.4,1683.9,137.2
ASSAM & MEGHALAYA,2009,7.9,11.6,44.9,134.9,246.5,321.1,426.3,533.8,192.3,135.9,9,4,2068.2,19.5,426.2,1473.5,149
ASSAM & MEGHALAYA,2010,0.5,3.1,99.6,389.3,393.4,569.7,415.1,387,318.3,116.2,11.6,7.6,2711.5,3.7,882.3,1690.2,135.3
ASSAM & MEGHALAYA,2011,11.1,11.4,109,92.1,238.3,316,395.8,302.6,221.6,30.2,11.9,3.5,1743.4,22.5,439.4,1236,45.6
ASSAM & MEGHALAYA,2012,15.2,6.9,28.8,279.1,185.8,729.7,444.3,289.2,411.6,199.4,17.1,2.3,2609.4,22.1,493.7,1874.8,218.8
ASSAM & MEGHALAYA,2013,1.1,9.6,44,112.8,346.7,286.2,367.8,289.7,229.3,126.3,1,2,1816.4,10.7,503.5,1172.9,129.3
ASSAM & MEGHALAYA,2014,2,28.3,29.3,51.5,351.1,426.4,374.4,484.6,420.2,35,3,0.4,2206.1,30.3,431.9,1705.5,38.5
ASSAM & MEGHALAYA,2015,13.4,15.5,37.5,250.9,332.5,558.5,300.1,590.9,279.9,62.6,14,15.2,2470.9,28.9,620.9,1729.3,91.8
NAGA MANI MIZO TRIPURA,1951,3.9,0.2,62.4,360.1,233.7,495,436.2,440.5,191.1,310.6,54.9,20.8,2609.3,4.1,656.3,1562.7,386.2
NAGA MANI MIZO TRIPURA,1952,9.6,6.5,97.1,208.2,345.9,442.6,556.8,422.8,320.5,323.6,76.2,1.1,2810.9,16.1,651.2,1742.7,400.9
NAGA MANI MIZO TRIPURA,1953,7.4,16.5,98.4,90,453.5,570.9,387,424.3,443.8,136.2,25,8.7,2661.6,23.8,641.9,1825.9,169.9
NAGA MANI MIZO TRIPURA,1954,12.8,52.4,37.7,165.3,300.2,619.8,491.4,558.3,361.7,294.2,2.4,8.8,2905.1,65.2,503.3,2031.2,305.4
NAGA MANI MIZO TRIPURA,1955,6.2,5.7,161.3,213.6,280.6,461.4,559.2,514.7,253.8,183.5,220.2,5.1,2865,11.9,655.5,1789,408.7
NAGA MANI MIZO TRIPURA,1956,18.3,1.3,102.2,115.5,474,758.9,529.8,469.6,257.5,187.1,101.1,7.4,3022.7,19.6,691.7,2015.7,295.6
NAGA MANI MIZO TRIPURA,1957,59.1,60.6,10.2,104.8,300.1,409.1,425.7,429.1,354.4,148.3,0.8,1.7,2303.9,119.7,415.1,1618.3,150.8
NAGA MANI MIZO TRIPURA,1958,6.2,87.2,18.3,93.7,400.6,256.4,308.3,254.8,299.5,238.5,2.3,2.7,1968.6,93.4,512.6,1119,243.5
NAGA MANI MIZO TRIPURA,1959,39.9,77.7,148,74,260,378.5,396.3,357.3,239.1,352.8,0.1,3.9,2327.6,117.6,482,1371.2,356.8
NAGA MANI MIZO TRIPURA,1960,0,6.1,24.9,34.2,193.8,406.4,374.9,286.6,255.6,165.9,51.3,0.3,1799.9,6.1,252.8,1323.5,217.5
NAGA MANI MIZO TRIPURA,1961,9.5,37.5,193.3,76.9,212.1,332.5,316.5,342.8,258.8,96.1,24.4,0.8,1901.2,47,482.4,1250.5,121.3
NAGA MANI MIZO TRIPURA,1962,11.2,26.6,5.4,139.8,156.6,554.6,298.8,356.6,142.5,130.4,0,0,1822.5,37.8,301.9,1352.4,130.4
NAGA MANI MIZO TRIPURA,1963,0,4.6,50.7,179.3,278.5,687.9,510.3,383,494.6,373.4,6.5,1.2,2970,4.6,508.4,2075.9,381.1
NAGA MANI MIZO TRIPURA,1964,4,37.1,67.9,280.6,303.2,357.8,484.4,242,213.3,284.7,46.3,7.5,2328.7,41.1,651.7,1297.4,338.4
NAGA MANI MIZO TRIPURA,1965,1.9,61.5,35.9,59.4,169.5,520.5,373.4,323,262.2,164.1,22.6,37,2031,63.4,264.7,1479.1,223.7
NAGA MANI MIZO TRIPURA,1966,15,2.7,39.8,85.3,190.3,666.8,399.3,405,361.5,207,40.9,65.1,2478.6,17.7,315.4,1832.6,313
NAGA MANI MIZO TRIPURA,1967,51.5,33.6,129.5,195.8,247.8,311.7,388,334,341.3,184.8,10.9,1.1,2229.9,85,573.1,1374.9,196.8
NAGA MANI MIZO TRIPURA,1968,17.3,20.9,80.9,142.2,253.8,396.1,531.9,391,178.3,68.9,28.7,0,2110,38.1,476.9,1497.4,97.6
NAGA MANI MIZO TRIPURA,1969,20.1,2.4,124.6,189.8,73.5,606.6,868.3,1347.2,228.1,126.3,23.2,0,3610,22.4,387.9,3050.2,149.5
NAGA MANI MIZO TRIPURA,1970,45.8,306.3,103.6,160.1,315.9,541.7,976.7,836.7,486.2,425.6,116.7,1,4316.2,352.1,579.6,2841.3,543.2
NAGA MANI MIZO TRIPURA,1971,28.4,67.6,12.4,312.6,248,543.2,624,553.1,421.2,171.3,94.6,4.5,3080.7,96,572.9,2141.5,270.5
NAGA MANI MIZO TRIPURA,1972,4.5,46.3,32.8,145,169.1,235.6,262.7,270.8,129.6,45,12.5,0,1353.8,50.7,347,898.7,57.5
NAGA MANI MIZO TRIPURA,1973,16.8,46,29.3,135.3,329,367.2,260,323.9,232.7,159.7,162.6,43.6,2105.8,62.7,493.5,1183.8,365.8
NAGA MANI MIZO TRIPURA,1974,8.9,2.4,98.7,160.7,218.8,438.1,517.3,361.5,273.4,167.8,81.8,0.2,2329.6,11.3,478.1,1590.3,249.9
NAGA MANI MIZO TRIPURA,1975,1.2,24.5,17.5,164.2,243.7,348.8,526.6,252.9,278.9,205.1,146.1,0.3,2209.7,25.7,425.3,1407.1,351.5
NAGA MANI MIZO TRIPURA,1976,3.3,51.3,113.7,187.8,287.1,861.1,507.8,365,175.1,64.8,34.2,0.1,2651.4,54.7,588.6,1909,99.2
NAGA MANI MIZO TRIPURA,1977,14.2,34.9,27.7,383.8,303.7,452,389.1,355.8,193,149.6,38.2,16.6,2358.5,49.1,715.1,1389.9,204.4
NAGA MANI MIZO TRIPURA,1978,0.7,4,51.6,147.5,449.4,496.7,357.8,277,273.9,70.4,21.6,0,2150.8,4.7,648.6,1405.5,92
NAGA MANI MIZO TRIPURA,1979,1.3,8.3,72.9,55.4,158.8,361.8,370,309.7,272.9,57.9,47.1,33.1,1749.2,9.6,287.1,1314.4,138.1
NAGA MANI MIZO TRIPURA,1980,7.2,42.4,101.6,145.7,461.5,373.3,327.4,312.1,364.4,168.5,0.1,0.7,2305,49.6,708.8,1377.3,169.3
NAGA MANI MIZO TRIPURA,1981,26.6,26.3,105.5,268,377.5,223.2,448.1,329.7,213.2,33.1,11.5,9.6,2072.2,53,750.9,1214.2,54.2
NAGA MANI MIZO TRIPURA,1982,0.1,54.8,73.8,224.6,103.3,371.9,373.6,466.3,284.5,32.8,38.1,3.7,2027.5,54.9,401.7,1496.3,74.5
NAGA MANI MIZO TRIPURA,1983,19.2,49.3,244.9,303.8,402.4,380.9,329.7,392.8,239.7,189,6.2,30.2,2588,68.4,951.1,1343,225.4
NAGA MANI MIZO TRIPURA,1984,17.4,1.8,5.1,121.1,743,514.6,255.3,387.2,250.2,120.4,9.1,28.8,2454,19.2,869.2,1407.3,158.3
NAGA MANI MIZO TRIPURA,1985,6.4,36.2,87.1,162.8,377.6,507.5,275.5,301.9,279.4,52.3,8.7,9.9,2105.3,42.6,627.5,1364.2,70.9
NAGA MANI MIZO TRIPURA,1986,8.8,7.3,17.7,263.4,153,325.5,376.9,364.6,355.8,311.7,131.2,26.3,2342.3,16.1,434.1,1422.8,469.3
NAGA MANI MIZO TRIPURA,1987,7.7,13.1,68.9,195,144.9,420.8,447.2,422.7,388.6,172.2,74,6.1,2361.3,20.8,408.8,1679.4,252.3
NAGA MANI MIZO TRIPURA,1988,0.4,33.6,83.5,141.9,470.2,466.4,540,407.4,298.6,298.6,75.3,4.3,2820.2,34,695.6,1712.4,378.2
NAGA MANI MIZO TRIPURA,1989,0.7,27.1,17.2,139.1,206.9,367.1,470.6,393.6,376.3,352.9,5.3,2.3,2359,27.8,363.2,1607.6,360.4
NAGA MANI MIZO TRIPURA,1990,0.2,32.5,197.6,274.9,314.6,380,387.9,344.7,339.4,168.2,99.3,42.9,2582.3,32.7,787.2,1452,310.4
NAGA MANI MIZO TRIPURA,1991,27.5,41.9,64.1,253.5,619.4,456.6,297.3,326,387.3,291.4,28,58.9,2851.9,69.4,937,1467.2,378.3
NAGA MANI MIZO TRIPURA,1992,4.4,67.1,23.3,95.7,250.2,343.8,439.1,397.2,323.6,243.2,25.4,8.5,2221.4,71.5,369.2,1503.6,277.1
NAGA MANI MIZO TRIPURA,1993,11.1,139.3,92.8,155.4,499.4,539.6,530.9,428.9,302.9,165.4,16,0,2881.7,150.4,747.7,1802.3,181.4
NAGA MANI MIZO TRIPURA,1994,9.5,30.1,219.3,134.7,130.7,256.2,305.7,335.7,161.6,102,27,0,1712.5,39.6,484.7,1059.2,129
NAGA MANI MIZO TRIPURA,1995,5.4,36.5,52,68.7,254.5,425.8,403.6,495.9,312.5,129.7,155.3,0.2,2340.2,41.9,375.2,1637.9,285.3
NAGA MANI MIZO TRIPURA,1996,8.1,30,153.9,97.3,284.2,314,395.1,363.5,341.3,179.7,18.8,8.7,2194.5,38.1,535.3,1413.9,207.2
NAGA MANI MIZO TRIPURA,1997,11.3,23.7,134.4,112,255,334,598.5,273.9,361.6,48.6,17.8,41.3,2212,35.1,501.4,1567.9,107.7
NAGA MANI MIZO TRIPURA,1998,28.1,31.6,136.4,164.6,352.2,297.6,480.6,367.3,222.3,97.9,46.5,0.3,2225.4,59.7,653.2,1367.9,144.7
NAGA MANI MIZO TRIPURA,1999,2.2,0,33.5,26.3,397.5,358.4,422.7,391.3,338.5,227.7,16.5,18.3,2233,2.2,457.3,1510.9,262.6
NAGA MANI MIZO TRIPURA,2000,22.5,26.1,129.1,214.2,403.6,325.4,269.2,465,298.3,185.2,24.2,1.1,2363.9,48.6,746.9,1357.9,210.4
NAGA MANI MIZO TRIPURA,2001,1.5,46.9,38.8,83.6,313.8,478,322.6,263,269,266.4,65.4,0.2,2149,48.4,436.1,1332.6,332
NAGA MANI MIZO TRIPURA,2002,18.6,3.9,62.7,143.8,438.7,351.6,462.2,358.4,225.7,98.9,71.9,6,2242.3,22.5,645.1,1397.8,176.9
NAGA MANI MIZO TRIPURA,2003,3.8,11.5,78,158.9,265.6,590.9,262.4,281.7,288.4,175.1,5.1,40.9,2162.2,15.3,502.4,1423.4,221.1
NAGA MANI MIZO TRIPURA,2004,4.8,2.7,11,341.5,211,449.2,558.6,284.3,351,132.7,6.4,0.5,2353.7,7.4,563.5,1643.2,139.6
NAGA MANI MIZO TRIPURA,2005,6.4,15,118.6,98.1,237,212.3,301.5,334.8,292.6,194.3,15.6,10.5,1836.7,21.4,453.7,1141.1,220.4
NAGA MANI MIZO TRIPURA,2006,0.6,12.4,5.5,111.1,382.2,445.6,335,241.6,231.1,90.4,13,3.7,1872,12.9,498.8,1253.2,107.1
NAGA MANI MIZO TRIPURA,2007,7.9,54.7,28.7,220.4,276.7,446.3,430,373.8,426.6,180.5,82.6,10.1,2538.2,62.6,525.8,1676.6,273.2
NAGA MANI MIZO TRIPURA,2008,30.7,13.8,49.6,54.9,200.8,327.4,333.3,358.6,223.7,150.2,4.7,1.2,1748.9,44.4,305.3,1243,156.1
NAGA MANI MIZO TRIPURA,2009,0,3.2,27.5,93.1,209.5,271.9,295.8,380.9,271.3,158.2,26.1,0.2,1737.7,3.2,330.1,1219.9,184.5
NAGA MANI MIZO TRIPURA,2010,1,7.9,85.8,161.5,294,411.6,367.5,393.2,309.8,220.2,9.2,33.5,2295.2,8.9,541.4,1482,262.9
NAGA MANI MIZO TRIPURA,2011,12.6,3.6,51.4,81.1,334.9,374.2,313.3,367.6,258.3,92.6,2.4,0.2,1892.1,16.1,467.4,1313.4,95.2
NAGA MANI MIZO TRIPURA,2012,24.5,10.2,20.3,243.5,163.5,396.2,280.1,342.7,248.7,160.9,32,0.4,1922.9,34.7,427.3,1267.6,193.3
NAGA MANI MIZO TRIPURA,2013,0.2,5.7,19.7,60.3,348.9,206.6,255.9,291.3,241.4,125.6,0.3,1.2,1557.2,5.9,428.9,995.2,127.1
NAGA MANI MIZO TRIPURA,2014,1.2,21,25.4,49.6,192.5,268.3,295.7,372.3,300.9,69.6,3.3,0.1,1599.9,22.2,267.5,1237.2,73
NAGA MANI MIZO TRIPURA,2015,14.4,14.2,21.6,253.5,198.3,283.9,413.6,334.2,255.9,118.7,3.9,10,1922.4,28.7,473.4,1287.7,132.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1951,1,0.5,22.7,69.3,239.8,546.5,778.3,503.7,326.1,158,37.3,0,2683.1,1.5,331.7,2154.5,195.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1952,1.3,22.2,80.8,168.2,420.8,580.6,713,522.9,587.9,148.8,20.7,3.7,3270.7,23.4,669.9,2404.3,173.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1953,28.2,10.7,88.1,64.5,253.2,427.7,755.2,315.5,540.7,105.7,0.4,4.1,2594,39,405.8,2039.1,110.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1954,15.7,10.2,10,71.1,308.9,841.5,961.5,496.2,250.8,85.6,0.7,3.5,3055.6,25.9,390,2549.9,89.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1955,4.6,2.8,34.6,71.5,220.5,541,1064.6,626.2,365,51.3,6.1,4.6,2992.9,7.4,326.6,2596.9,62
SUB HIMALAYAN WEST BENGAL & SIKKIM,1956,14.8,1.4,42.6,164.9,420.9,747.9,471.4,486.8,285.2,215.8,30.1,3.6,2885.5,16.2,628.4,1991.4,249.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1957,103,8.9,25.5,10.6,167.7,430.2,650.6,535.4,208.4,73.7,7.7,3.8,2225.5,112,203.7,1824.6,85.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1958,8.1,17.5,14.8,120.6,269.4,487.8,500.3,898.1,353.2,145.6,1.8,3,2820.3,25.6,404.8,2239.4,150.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1959,99.8,5.7,64.3,111.6,218.7,565.9,538.6,291.7,337.9,345,0.9,0.1,2580.1,105.5,394.6,1734.2,346
SUB HIMALAYAN WEST BENGAL & SIKKIM,1960,0.1,6.5,52,4.8,293.2,407.2,764.5,387.2,623,71.9,0,0,2610.5,6.6,350,2182,71.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1961,11.5,38.9,19.6,39.3,279.2,448.3,448.9,542,341.5,127.5,2.1,5.4,2304.2,50.4,338.1,1780.8,135
SUB HIMALAYAN WEST BENGAL & SIKKIM,1962,33,21.7,14.4,57.2,318.7,537.1,516.6,663.2,279.5,77.4,0.4,2.6,2521.7,54.7,390.3,1996.4,80.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1963,2.1,0.7,32.2,103.9,323.6,409.4,676.1,611.9,267.7,152.5,21.7,3,2604.7,2.7,459.7,1965.1,177.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1964,0,1.2,9.4,127,184.7,613.2,959.1,445.6,486.8,151,3.4,0.1,2981.4,1.2,321,2504.7,154.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1965,0.2,22,48.2,69.5,232.4,444.6,697.6,830.2,345.7,39.5,32.7,0.2,2762.7,22.1,350.1,2318.2,72.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1966,29.5,7.6,3,51.5,231.7,287.5,741.5,682.8,357.3,100.9,18.3,3.8,2515.3,37.1,286.2,2069.1,123
SUB HIMALAYAN WEST BENGAL & SIKKIM,1967,2.3,0.1,98.8,85.3,213.7,727.5,901.6,274.1,409.4,128.7,7.9,11.1,2860.5,2.4,397.8,2312.6,147.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1968,26.3,4.7,34.3,90.8,237.3,646.7,827.6,594.2,514.8,314.3,87.3,0.5,3378.8,31,362.4,2583.3,402.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1969,11.5,2.8,45.1,77.5,273.3,504.8,550.5,448.2,431.2,45.8,34.1,0,2424.9,14.4,396,1934.6,79.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1970,18,13.4,7.6,162.5,162.7,556.6,731.2,425.4,560.8,60.7,3.3,0,2702.3,31.4,332.9,2273.9,64.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1971,28.4,21.3,63,239.8,244.5,757.6,599.5,542,375.4,328.7,24.8,1.9,3226.8,49.7,547.4,2274.4,355.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1972,9.4,41.6,52.1,134.3,287.5,457.2,590.3,335.1,407.1,86.8,12.3,0.9,2414.6,51,473.9,1789.7,100
SUB HIMALAYAN WEST BENGAL & SIKKIM,1973,13.8,35.9,40.8,82.9,324.3,679.8,426.5,424.7,474.1,281.3,16.6,3.9,2804.6,49.7,448,2005.1,301.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1974,19.1,2.5,94.4,210.8,339,508.1,826.8,673.7,480.8,175,3,8.3,3341.6,21.6,644.2,2489.4,186.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1975,20.4,29.9,15.6,83.7,251.1,493.2,808.2,263.8,515.7,174.6,1,6.6,2663.6,50.2,350.4,2080.8,182.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1976,8.8,51,27.3,112.8,303.5,649.2,531.9,671.7,288,113.1,35.5,1.2,2793.9,59.7,443.6,2140.8,149.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1977,6.6,16,67.6,245.6,308.1,466,502.9,627.8,316,263.7,60.8,25.3,2906.5,22.6,621.3,1912.7,349.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1978,14.7,17.9,49.3,136.7,313.3,515.5,545.2,274,376.5,62.9,61.1,10.8,2377.8,32.6,499.2,1711.1,134.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1979,8.1,26.8,15.1,100.6,142,261.7,741.7,432.4,427,286.5,31.7,38.1,2511.7,34.9,257.7,1862.9,356.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1980,11.6,44.8,77.3,130.4,300.1,485.9,774.4,692.5,477.5,151.2,0.9,2,3148.6,56.4,507.8,2430.4,154.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1981,48.8,23,77.8,185.6,273.7,468.6,833.1,540.9,453.2,38.1,9.2,17.3,2969.3,71.8,537.1,2295.9,64.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1982,0.2,9.9,47,125.6,174.5,499,749.5,305.5,341.6,54.1,20,10.6,2337.7,10.1,347.1,1895.7,84.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1983,26.7,56.9,35.3,87.7,335.3,557.9,758.4,295.6,535.8,125.1,3.2,20.8,2838.8,83.7,458.3,2147.6,149.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1984,29.3,11.3,42.6,127.3,360.1,474.6,737.2,364.8,405.5,179.1,5.1,11.5,2748.4,40.6,530,1982.1,195.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1985,2.2,30.5,43.2,69.5,358.6,532.7,907.4,372.7,464.5,211.9,17.4,27.3,3037.9,32.8,471.2,2277.3,256.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1986,1.3,5.8,7.9,122.4,152.1,436.4,545.4,363.2,493.9,215.1,15.5,6.4,2365.4,7.1,282.4,1838.9,237
SUB HIMALAYAN WEST BENGAL & SIKKIM,1987,2.8,35.3,79.8,152.7,148,451,791.9,836.6,530.3,150.3,5.6,1.2,3185.5,38.1,380.6,2609.8,157.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1988,6.8,24.6,71.2,96.5,268.8,304.9,831.7,990.5,446.6,76,18.4,5.5,3141.4,31.4,436.5,2573.6,99.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1989,21,41.6,45.8,58.1,358.4,551.3,629.8,407.8,593.6,98.9,30.7,17.6,2854.6,62.6,462.2,2182.5,147.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1990,3.8,109.9,80.1,158.3,358.2,554.7,814.1,916.6,440.6,115,0.4,13.7,3565.3,113.6,596.6,2726,129.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1991,41.5,24.2,45.8,102.7,283.7,691.4,592.6,500.9,689.5,67.8,1.7,30.4,3072.4,65.7,432.3,2474.4,99.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1992,10,46.7,26,84,253.4,328.1,736.3,458,276.4,125.5,5,9.5,2358.8,56.7,363.4,1798.8,140
SUB HIMALAYAN WEST BENGAL & SIKKIM,1993,37.6,35.2,58.8,136.9,320.5,449.6,723.9,521.6,352.2,228.8,28.4,2.4,2895.9,72.9,516.2,2047.3,259.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1994,49.6,55,114.1,126.6,243.3,388,357.3,396.1,302.1,84.3,8.5,2.2,2127.3,104.6,484.1,1443.6,95
SUB HIMALAYAN WEST BENGAL & SIKKIM,1995,17.9,41.1,50.6,84.2,349.6,859,775.3,539.2,638.5,99.7,88.6,14,3557.8,59,484.5,2812,202.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1996,30.9,34.2,59.5,85,401.7,334.6,863.6,545.1,337.9,107.3,0.4,0,2800.3,65.1,546.1,2081.3,107.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1997,18.9,31.3,76.4,119.5,166.9,613.3,488.1,479,443.9,41.3,16.3,56.5,2551.4,50.2,362.9,2024.2,114.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1998,13.6,37,125.1,154.1,254.2,653,854.6,860.4,478.9,209.1,13.1,2.1,3655.1,50.5,533.4,2846.8,224.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1999,8.7,6.2,17.9,156,335.4,550.5,831.7,751.6,404.1,246,10.7,4.5,3323.3,14.9,509.3,2537.9,261.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,2000,10.7,36.2,55.1,185.1,326.5,649.6,574.3,498.1,465.8,82.9,22.6,1.2,2908,46.9,566.6,2187.8,106.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2001,4,20.5,50.2,134.8,347.2,472.2,399,424.5,434.9,282.8,36.6,5.9,2612.6,24.5,532.2,1730.5,325.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,2002,30.1,10,95.6,237.1,181.7,407.2,743.3,406.6,340.1,75.7,8.7,10.8,2547,40.1,514.4,1897.2,95.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,2003,17,79.2,90.1,171.4,211.7,516.6,703,354,321.4,223,16.4,19.2,2723.3,96.3,473.3,1895.1,258.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2004,19.9,11.5,40.5,163.5,287.5,489.5,739.5,356.4,394.7,198.4,9,4.4,2714.7,31.4,491.5,1980.1,211.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,2005,19.5,21,132.1,155.5,254,446.5,704.3,564.5,229.9,271.1,8.8,0.5,2807.7,40.6,541.6,1945.1,280.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,2006,0.7,17,39.8,119.3,270.5,446.2,470.2,295,456.8,118.4,20.3,7.9,2262.1,17.7,429.6,1668.2,146.6
